Document,Phrase,CardVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,understand,0.30193475,great,0.4775984,anomalous,0.3542228
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,total,0.22796647,total,0.9999999,cholesterol,0.4162783
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,studies,0.29045615,of,0.5029958,congenital-heart-disease,0.31032717
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,sodium,0.23421176,of,0.40018386,cholesterol,0.38060108
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,slr,0.18177438,stiff,0.40751296,venous-return,0.3935372
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,searched,0.3371359,isolated,0.36040172,cardiology,0.3371359
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,robustness,0.2293376,heartbeat,0.41836193,heartbeat,0.41836193
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,results,0.29712585,of,0.53157276,blood,0.36869162
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,registered,0.3751458,cardiology,0.3751458,cardiology,0.3751458
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,prospero,0.2839881,cardiology,0.2839881,cardiology,0.2839881
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,propose,0.18777283,of,0.46277136,anomalous,0.37135097
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,predicting,0.21648464,of,0.49732292,single-ventricle,0.35703716
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,payers,0.4499864,cardiology,0.4499864,cardiology,0.4499864
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,n,0.21850443,with,0.47536123,mi,0.3790054
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,methods,0.24111512,of,0.4498348,congenital-heart-disease,0.3509494
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,majority,0.28791377,of,0.48508087,l-transposition,0.36823815
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,lack,0.27131414,of,0.6011338,l-transposition,0.36177164
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,incorporation,0.24355794,of,0.44410712,l-transposition,0.38163653
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,id,0.35301208,intact,0.4460395,arrythmia,0.3941226
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,extent,0.2738167,of,0.64978826,deposits,0.4439485
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,diabetes,0.39895988,chd,0.5466827,chd,0.5466827
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,determined,0.24003299,of,0.6221287,flow,0.40728092
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,demands,0.39159468,great,0.47017017,cardiology,0.39159468
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,creatinine,0.33032572,cholesterol,0.43090975,cholesterol,0.43090975
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,conclusions,0.259925,with,0.50001186,artery,0.34474826
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,co,0.36334935,with,0.46287042,cardiac,0.45921996
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,calibration,0.31922334,venous-return,0.39590418,venous-return,0.39590418
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,bmi,0.27502015,chd,0.49532586,chd,0.49532586
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,based,0.2494699,of,0.5443143,flow,0.34116954
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,background,0.2325702,of,0.51277274,congenital,0.3895001
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,application,0.3034747,of,0.54379797,flow,0.3922925
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,age,0.33659208,with,0.44369304,chd,0.42829025
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,adults,0.2573179,congenital-heart-disease,0.4712625,congenital-heart-disease,0.4712625
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,resulting,0.18480285,of,0.6416826,anomalous,0.46019152
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,comprehensive,0.34833288,of,0.4912191,single-ventricle,0.3855936
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,volumetric,0.25147688,flow,0.5471731,flow,0.5471731
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,feature,0.23029326,of,0.53455734,anomaly,0.47132576
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,matrix,0.19602376,deposits,0.43658155,deposits,0.43658155
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,captures,0.3192318,of,0.46913648,heartbeat,0.44105428
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,diagnostic,0.41757601,abnormal,0.4175846,cardiology,0.41757601
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,clinical,0.40667677,of,0.48020738,cardiology,0.40667677
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,procedure,0.36597854,d-transposition,0.44744885,d-transposition,0.44744885
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,data,0.31118363,of,0.5086956,mi,0.36251363
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,diagnostic-clinical,0.42931372,congenital-heart-disease,0.49139196,congenital-heart-disease,0.49139196
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,cardiac,0.66620034,cardiac,1.0,cardiac,1.0
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,magnetic,0.30615485,anomalous,0.42478612,anomalous,0.42478612
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,resonance,0.3363875,anomalous,0.43202996,anomalous,0.43202996
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,imaging,0.38686287,blood-flow,0.4222771,blood-flow,0.4222771
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,provides,0.22296365,of,0.5261056,flow,0.32656315
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,high,0.28122714,of,0.57459104,flow,0.3923195
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,spatial,0.27024955,of,0.5094393,anomalous,0.43555915
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,resolution,0.22951236,of,0.46130672,tof,0.40459827
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,cardiac-magnetic,0.47206485,cardiac,0.6445676,cardiac,0.6445676
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,magnetic-resonance,0.28411427,anomalous,0.4479651,anomalous,0.4479651
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,resonance-imaging,0.32959193,tof,0.39892417,tof,0.39892417
