Document,Phrase,MLVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,bias,0.3643996,overfitting,0.54791117,overfitting,0.54791117
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,relevant,0.4346258,of,0.5628227,natural-language,0.5076148
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,probast,0.3131503,of,0.40734065,recurrent-neural-network,0.36209145
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,ability,0.39144984,function,0.5937173,generative,0.47758824
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,yet,0.3648664,fully,0.6829063,generative,0.4089093
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,within,0.2920679,of,0.57602364,clustering,0.4610753
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,understand,0.38325277,feature-engineering,0.47215402,feature-engineering,0.47215402
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,total,0.21723771,of,0.5102532,principal-components,0.3630478
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,studies,0.30135098,data,0.6349237,component-analysis,0.41327482
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,sodium,0.16956227,rectified,0.40903348,gradient,0.39663744
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,slr,0.31604955,forward,0.440682,segmentation-algorithm,0.41304338
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,searched,0.4273297,science,0.52080786,data-science,0.49690884
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,robustness,0.5587801,cross-entropy,0.7043761,cross-entropy,0.7043761
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,results,0.32376552,data,0.6932311,batch-normalization,0.44826904
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,registered,0.30168146,federated,0.50540304,data-science,0.3977031
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,prospero,0.25987327,bag-of-words,0.357287,bag-of-words,0.357287
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,propose,0.5486929,convolutional,0.57577854,convolutional,0.57577854
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,predicting,0.521454,classification-algorithm,0.5589481,classification-algorithm,0.5589481
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,payers,0.38047796,decision,0.60616624,data-science,0.5631958
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,n,0.24332823,of,0.45693433,long-short-term,0.34114176
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,methods,0.50049126,data,0.5400177,machine-learning,0.50049126
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,majority,0.29875737,few,0.59443223,clustering,0.40575084
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,lack,0.28208154,of,0.6011338,long-short-term,0.4458025
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,incorporation,0.29220945,engineering,0.46341723,feature-engineering,0.43810168
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,id,0.2541087,softmax,0.41776973,softmax,0.41776973
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,extent,0.258318,of,0.64978826,dimensionality-reduction,0.43577164
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,diabetes,0.29301462,logistic-regression,0.35688502,logistic-regression,0.35688502
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,determined,0.2643224,of,0.6221287,batch-normalization,0.4203323
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,demands,0.41717237,style,0.5753275,artificial-intelligence,0.52735466
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,creatinine,0.22273314,batch-normalization,0.44722414,batch-normalization,0.44722414
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,conclusions,0.37109232,data,0.55923915,long-short-term,0.4627594
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,co,0.23682216,ground,0.42757797,feature-reduction,0.3969199
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,calibration,0.50641084,batch-normalization,0.6344988,batch-normalization,0.6344988
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,bmi,0.29358342,logistic,0.48363185,logistic-regression,0.48014313
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,based,0.49998575,classification-algorithm,0.5639226,classification-algorithm,0.5639226
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,background,0.3259285,of,0.51277274,long-short-term,0.46426663
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,application,0.46535254,data-engineering,0.5603031,data-engineering,0.5603031
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,age,0.30743492,intelligence,0.4774798,regression,0.47452933
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,adults,0.2950639,short-term,0.48601514,long-short-term,0.43684626
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,resulting,0.2720453,of,0.6416826,generative,0.46999967
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,comprehensive,0.5203603,data,0.6056672,data-engineering,0.58421016
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,volumetric,0.42083275,segmentation,0.5662037,segmentation,0.5662037
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,feature,0.5878884,feature,0.99999994,feature-selection,0.6322505
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,matrix,0.36017767,matrix,0.99999994,confusion-matrix,0.6947298
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,captures,0.5121325,stochastic,0.57588017,stochastic,0.57588017
